year,month,day,hour,street,crash_type,severity,lighting,weather,speed_limit,pedestrians_involved,cyclists_involved,date
2020,5,13,18,Columbia Pike,Pedestrian Involved,Property Damage Only,Daylight,Clear,45,1,0,2020-05-13
2021,8,21,7,Wilson Blvd,Rear-End,Property Damage Only,Dark - Lighted,Clear,30,0,0,2021-08-21
2023,11,26,9,Wilson Blvd,Single Vehicle,Injury,Dark - Lighted,Clear,30,0,0,2023-11-26
2022,9,10,5,N Fairfax Dr,Pedestrian Involved,Property Damage Only,Dawn/Dusk,Cloudy,30,1,0,2022-09-10
2020,11,11,13,Arlington Blvd,Pedestrian Involved,Property Damage Only,Dark - Unlighted,Snow/Ice,45,1,0,2020-11-11
2021,2,19,19,Wilson Blvd,Pedestrian Involved,Property Damage Only,Dawn/Dusk,Rain,30,1,0,2021-02-19
2021,1,12,18,N Pershing Dr,Rear-End,Injury,Daylight,Clear,35,0,0,2021-01-12
2019,5,28,19,Wilson Blvd,Angle,Property Damage Only,Dawn/Dusk,Clear,45,0,0,2019-05-28
2021,12,13,11,N Fairfax Dr,Head-On,Property Damage Only,Dawn/Dusk,Clear,30,0,0,2021-12-13
2020,8,5,18,Glebe Rd,Pedestrian Involved,Property Damage Only,Dawn/Dusk,Clear,35,1,0,2020-08-05
2022,3,10,14,Lee Hwy,Angle,Property Damage Only,Daylight,Cloudy,25,0,0,2022-03-10
2019,3,24,7,Washington Blvd,Bicycle Involved,Property Damage Only,Dawn/Dusk,Clear,30,0,1,2019-03-24
2019,3,21,7,N Fairfax Dr,Single Vehicle,Property Damage Only,Dawn/Dusk,Rain,45,0,0,2019-03-21
2023,3,15,22,N Pershing Dr,Head-On,Property Damage Only,Dawn/Dusk,Rain,45,0,0,2023-03-15
2021,4,6,18,N Fairfax Dr,Pedestrian Involved,Injury,Daylight,Clear,45,1,0,2021-04-06
2020,12,17,8,Arlington Blvd,Head-On,Property Damage Only,Dark - Unlighted,Rain,25,0,0,2020-12-17
2019,10,16,18,Clarendon Blvd,Rear-End,Property Damage Only,Dawn/Dusk,Clear,25,0,0,2019-10-16
2020,12,24,20,N Pershing Dr,Single Vehicle,Injury,Dark - Unlighted,Cloudy,45,0,0,2020-12-24
2023,2,17,18,S Walter Reed Dr,Rear-End,Property Damage Only,Dark - Lighted,Rain,45,0,0,2023-02-17
2019,11,21,17,N Pershing Dr,Single Vehicle,Property Damage Only,Dark - Unlighted,Clear,25,0,0,2019-11-21
2021,9,25,17,Wilson Blvd,Head-On,Property Damage Only,Dawn/Dusk,Snow/Ice,45,0,0,2021-09-25
2023,12,11,15,N Fairfax Dr,Sideswipe,Serious Injury,Dark - Unlighted,Clear,35,0,0,2023-12-11
2020,1,23,8,S Walter Reed Dr,Bicycle Involved,Property Damage Only,Dark - Unlighted,Clear,35,0,1,2020-01-23
2019,11,16,17,S Walter Reed Dr,Angle,Injury,Daylight,Clear,35,0,0,2019-11-16
2023,1,10,14,Washington Blvd,Rear-End,Property Damage Only,Dark - Lighted,Clear,25,0,0,2023-01-10
2021,5,5,21,S Walter Reed Dr,Sideswipe,Injury,Dark - Unlighted,Rain,35,0,0,2021-05-05
2019,12,4,17,S Walter Reed Dr,Angle,Property Damage Only,Dark - Lighted,Cloudy,45,0,0,2019-12-04
2021,3,9,17,Glebe Rd,Head-On,Injury,Dark - Lighted,Fog,25,0,0,2021-03-09
2021,2,5,8,S Walter Reed Dr,Single Vehicle,Injury,Dark - Lighted,Clear,45,0,0,2021-02-05
2022,7,8,9,Washington Blvd,Bicycle Involved,Property Damage Only,Dark - Lighted,Cloudy,30,0,1,2022-07-08
2023,12,27,19,Clarendon Blvd,Rear-End,Injury,Dark - Unlighted,Rain,25,0,0,2023-12-27
2019,3,15,15,N Fairfax Dr,Head-On,Serious Injury,Dark - Unlighted,Clear,45,0,0,2019-03-15
2023,4,13,10,N Fairfax Dr,Head-On,Property Damage Only,Dark - Unlighted,Snow/Ice,30,0,0,2023-04-13
2023,7,1,17,Arlington Blvd,Single Vehicle,Property Damage Only,Dawn/Dusk,Clear,45,0,0,2023-07-01
2021,9,22,19,Wilson Blvd,Rear-End,Property Damage Only,Dark - Unlighted,Rain,45,0,0,2021-09-22
2023,11,28,22,Arlington Blvd,Sideswipe,Property Damage Only,Dark - Unlighted,Clear,35,0,0,2023-11-28
2019,5,21,17,S Walter Reed Dr,Head-On,Injury,Dawn/Dusk,Clear,30,0,0,2019-05-21
2023,4,17,22,Clarendon Blvd,Bicycle Involved,Property Damage Only,Dark - Lighted,Clear,35,0,1,2023-04-17
2023,1,22,17,Wilson Blvd,Single Vehicle,Injury,Daylight,Clear,25,0,0,2023-01-22
2022,2,17,18,Columbia Pike,Bicycle Involved,Property Damage Only,Dawn/Dusk,Clear,35,0,1,2022-02-17
2020,12,10,6,Arlington Blvd,Angle,Injury,Daylight,Clear,25,0,0,2020-12-10
2023,2,2,8,S Walter Reed Dr,Bicycle Involved,Property Damage Only,Dark - Lighted,Fog,25,0,1,2023-02-02
2019,2,28,17,S Walter Reed Dr,Angle,Injury,Dawn/Dusk,Clear,30,0,0,2019-02-28
2019,12,6,16,Arlington Blvd,Sideswipe,Property Damage Only,Dawn/Dusk,Snow/Ice,25,0,0,2019-12-06
2022,5,25,20,N Fairfax Dr,Bicycle Involved,Property Damage Only,Dark - Unlighted,Rain,35,0,1,2022-05-25
2020,2,9,4,Wilson Blvd,Head-On,Property Damage Only,Dawn/Dusk,Clear,35,0,0,2020-02-09
2019,5,27,8,Arlington Blvd,Angle,Property Damage Only,Dawn/Dusk,Rain,25,0,0,2019-05-27
2022,4,20,9,N Fairfax Dr,Angle,Injury,Dawn/Dusk,Clear,25,0,0,2022-04-20
2020,9,25,5,N Fairfax Dr,Angle,Injury,Daylight,Clear,45,0,0,2020-09-25
2021,2,2,12,Columbia Pike,Rear-End,Injury,Dark - Unlighted,Clear,45,0,0,2021-02-02
2019,8,5,5,Wilson Blvd,Rear-End,Property Damage Only,Dawn/Dusk,Cloudy,35,0,0,2019-08-05
2020,12,11,16,N Fairfax Dr,Pedestrian Involved,Injury,Daylight,Rain,45,1,0,2020-12-11
2022,7,13,7,Columbia Pike,Pedestrian Involved,Property Damage Only,Dark - Lighted,Snow/Ice,25,1,0,2022-07-13
2022,12,27,6,Washington Blvd,Rear-End,Property Damage Only,Dark - Unlighted,Clear,35,0,0,2022-12-27
2021,7,2,12,Columbia Pike,Sideswipe,Fatal,Dark - Unlighted,Clear,25,0,0,2021-07-02
2022,5,21,14,Glebe Rd,Angle,Property Damage Only,Daylight,Cloudy,45,0,0,2022-05-21
2020,5,23,6,N Fairfax Dr,Rear-End,Property Damage Only,Dark - Unlighted,Rain,45,0,0,2020-05-23
2019,11,15,17,Glebe Rd,Angle,Property Damage Only,Daylight,Clear,30,0,0,2019-11-15
2019,12,19,11,Glebe Rd,Head-On,Property Damage Only,Dawn/Dusk,Clear,25,0,0,2019-12-19
2023,11,10,13,Washington Blvd,Pedestrian Involved,Property Damage Only,Dawn/Dusk,Clear,25,1,0,2023-11-10
2019,6,2,17,Clarendon Blvd,Single Vehicle,Serious Injury,Daylight,Rain,45,0,0,2019-06-02
2019,4,26,5,N Pershing Dr,Head-On,Property Damage Only,Dark - Lighted,Cloudy,30,0,0,2019-04-26
2019,1,24,8,Lee Hwy,Head-On,Property Damage Only,Daylight,Rain,45,0,0,2019-01-24
2023,1,8,16,Lee Hwy,Rear-End,Injury,Dark - Lighted,Clear,25,0,0,2023-01-08
2021,2,15,0,S Walter Reed Dr,Angle,Serious Injury,Daylight,Clear,25,0,0,2021-02-15
2019,8,20,17,S Walter Reed Dr,Angle,Injury,Daylight,Rain,30,0,0,2019-08-20
2022,6,26,9,N Fairfax Dr,Sideswipe,Property Damage Only,Daylight,Rain,30,0,0,2022-06-26
2021,4,25,19,Wilson Blvd,Pedestrian Involved,Serious Injury,Dark - Lighted,Clear,35,1,0,2021-04-25
2019,2,9,7,Lee Hwy,Single Vehicle,Serious Injury,Dawn/Dusk,Rain,30,0,0,2019-02-09
2021,9,6,20,Washington Blvd,Angle,Property Damage Only,Daylight,Rain,30,0,0,2021-09-06
2019,11,20,17,N Fairfax Dr,Single Vehicle,Injury,Dark - Lighted,Clear,25,0,0,2019-11-20
2022,2,1,0,Wilson Blvd,Angle,Property Damage Only,Daylight,Clear,35,0,0,2022-02-01
2022,12,26,12,Washington Blvd,Bicycle Involved,Serious Injury,Dark - Lighted,Clear,30,0,1,2022-12-26
2020,11,9,19,N Pershing Dr,Head-On,Property Damage Only,Dawn/Dusk,Rain,30,0,0,2020-11-09
2020,10,23,22,Wilson Blvd,Pedestrian Involved,Property Damage Only,Dark - Lighted,Clear,45,1,0,2020-10-23
2023,2,21,12,Arlington Blvd,Sideswipe,Property Damage Only,Dawn/Dusk,Rain,25,0,0,2023-02-21
2023,4,7,20,Columbia Pike,Pedestrian Involved,Property Damage Only,Daylight,Clear,35,1,0,2023-04-07
2023,9,8,12,Washington Blvd,Single Vehicle,Injury,Dark - Lighted,Clear,35,0,0,2023-09-08
2019,4,4,15,Lee Hwy,Bicycle Involved,Property Damage Only,Dawn/Dusk,Rain,45,0,1,2019-04-04
2020,3,22,8,Wilson Blvd,Rear-End,Injury,Dark - Unlighted,Clear,35,0,0,2020-03-22
2020,7,9,7,Clarendon Blvd,Pedestrian Involved,Injury,Dawn/Dusk,Rain,25,1,0,2020-07-09
2019,12,2,0,N Pershing Dr,Angle,Property Damage Only,Dark - Lighted,Clear,25,0,0,2019-12-02
2022,9,4,8,Columbia Pike,Angle,Property Damage Only,Dawn/Dusk,Clear,35,0,0,2022-09-04
2022,4,24,12,Clarendon Blvd,Angle,Injury,Daylight,Rain,35,0,0,2022-04-24
2020,2,8,17,N Fairfax Dr,Single Vehicle,Property Damage Only,Dark - Lighted,Cloudy,45,0,0,2020-02-08
2020,2,16,19,S Walter Reed Dr,Head-On,Injury,Daylight,Snow/Ice,45,0,0,2020-02-16
2020,4,20,21,Washington Blvd,Angle,Property Damage Only,Dawn/Dusk,Clear,35,0,0,2020-04-20
2020,8,24,16,Glebe Rd,Bicycle Involved,Injury,Dark - Unlighted,Rain,35,0,1,2020-08-24
2020,6,5,14,Wilson Blvd,Bicycle Involved,Property Damage Only,Daylight,Clear,35,0,1,2020-06-05
2020,2,28,21,Washington Blvd,Head-On,Property Damage Only,Dawn/Dusk,Clear,30,0,0,2020-02-28
2021,4,10,8,S Walter Reed Dr,Angle,Property Damage Only,Dark - Lighted,Fog,30,0,0,2021-04-10
2019,7,28,17,N Pershing Dr,Head-On,Injury,Dark - Lighted,Clear,45,0,0,2019-07-28
2022,5,1,16,N Fairfax Dr,Bicycle Involved,Property Damage Only,Dark - Lighted,Rain,30,0,1,2022-05-01
2021,7,19,11,Glebe Rd,Pedestrian Involved,Property Damage Only,Dark - Lighted,Rain,25,1,0,2021-07-19
2022,1,2,21,Washington Blvd,Bicycle Involved,Property Damage Only,Daylight,Snow/Ice,45,0,1,2022-01-02
2023,7,16,8,Columbia Pike,Head-On,Property Damage Only,Dawn/Dusk,Clear,30,0,0,2023-07-16
2019,9,25,8,Wilson Blvd,Bicycle Involved,Property Damage Only,Dawn/Dusk,Clear,30,0,1,2019-09-25
2020,6,10,13,Glebe Rd,Bicycle Involved,Serious Injury,Daylight,Clear,25,0,1,2020-06-10
2022,11,10,18,Lee Hwy,Bicycle Involved,Property Damage Only,Dawn/Dusk,Rain,25,0,1,2022-11-10
2022,8,25,8,Lee Hwy,Single Vehicle,Property Damage Only,Dawn/Dusk,Clear,30,0,0,2022-08-25
2021,11,15,5,Wilson Blvd,Single Vehicle,Property Damage Only,Daylight,Rain,45,0,0,2021-11-15
2021,9,2,20,Arlington Blvd,Head-On,Injury,Dark - Unlighted,Rain,30,0,0,2021-09-02
2019,10,11,6,Wilson Blvd,Pedestrian Involved,Property Damage Only,Dark - Unlighted,Clear,25,1,0,2019-10-11
2019,7,12,8,Washington Blvd,Pedestrian Involved,Property Damage Only,Daylight,Clear,35,1,0,2019-07-12
2021,3,21,10,N Pershing Dr,Bicycle Involved,Property Damage Only,Daylight,Snow/Ice,30,0,1,2021-03-21
2020,6,8,18,N Pershing Dr,Rear-End,Property Damage Only,Dawn/Dusk,Cloudy,30,0,0,2020-06-08
2020,6,12,22,Arlington Blvd,Pedestrian Involved,Property Damage Only,Dawn/Dusk,Clear,35,1,0,2020-06-12
2019,2,12,13,Clarendon Blvd,Head-On,Serious Injury,Dawn/Dusk,Fog,25,0,0,2019-02-12
2022,12,18,6,N Pershing Dr,Sideswipe,Property Damage Only,Dawn/Dusk,Rain,35,0,0,2022-12-18
2019,4,15,13,Columbia Pike,Rear-End,Property Damage Only,Dawn/Dusk,Fog,30,0,0,2019-04-15
2021,2,4,17,Lee Hwy,Sideswipe,Injury,Daylight,Fog,30,0,0,2021-02-04
2022,3,28,18,Glebe Rd,Pedestrian Involved,Property Damage Only,Daylight,Rain,35,1,0,2022-03-28
2022,11,18,7,Lee Hwy,Head-On,Injury,Dark - Unlighted,Clear,45,0,0,2022-11-18
2022,12,21,17,Wilson Blvd,Sideswipe,Property Damage Only,Dark - Lighted,Clear,25,0,0,2022-12-21
2019,4,27,7,N Pershing Dr,Bicycle Involved,Property Damage Only,Dark - Unlighted,Rain,45,0,1,2019-04-27
2023,6,21,17,Clarendon Blvd,Head-On,Property Damage Only,Dawn/Dusk,Clear,45,0,0,2023-06-21
2021,10,5,5,Arlington Blvd,Angle,Property Damage Only,Dark - Unlighted,Clear,30,0,0,2021-10-05
2022,6,10,20,Wilson Blvd,Angle,Property Damage Only,Dark - Unlighted,Clear,35,0,0,2022-06-10
2022,3,20,6,Lee Hwy,Bicycle Involved,Property Damage Only,Dark - Unlighted,Clear,30,0,1,2022-03-20
2020,12,23,16,Lee Hwy,Angle,Property Damage Only,Dark - Lighted,Clear,25,0,0,2020-12-23
2019,6,19,10,Lee Hwy,Head-On,Property Damage Only,Dark - Unlighted,Clear,35,0,0,2019-06-19
2020,4,18,22,Wilson Blvd,Bicycle Involved,Property Damage Only,Dark - Unlighted,Rain,35,0,1,2020-04-18
2020,6,15,11,N Pershing Dr,Angle,Property Damage Only,Dark - Unlighted,Clear,25,0,0,2020-06-15
2019,7,16,17,Lee Hwy,Head-On,Injury,Dark - Unlighted,Clear,30,0,0,2019-07-16
2019,12,18,13,N Pershing Dr,Sideswipe,Property Damage Only,Dark - Unlighted,Fog,45,0,0,2019-12-18
2021,10,22,16,Lee Hwy,Single Vehicle,Property Damage Only,Dawn/Dusk,Clear,35,0,0,2021-10-22
2019,12,16,16,Wilson Blvd,Angle,Property Damage Only,Daylight,Clear,35,0,0,2019-12-16
2019,7,20,7,Glebe Rd,Head-On,Injury,Dark - Unlighted,Clear,25,0,0,2019-07-20
2021,1,20,10,Glebe Rd,Pedestrian Involved,Injury,Dark - Lighted,Clear,35,1,0,2021-01-20
2020,1,3,13,N Pershing Dr,Single Vehicle,Property Damage Only,Dawn/Dusk,Clear,25,0,0,2020-01-03
2023,7,7,18,Washington Blvd,Sideswipe,Property Damage Only,Daylight,Clear,35,0,0,2023-07-07
2022,3,23,15,N Fairfax Dr,Sideswipe,Injury,Dawn/Dusk,Rain,35,0,0,2022-03-23
2019,5,12,8,Clarendon Blvd,Sideswipe,Property Damage Only,Dawn/Dusk,Rain,25,0,0,2019-05-12
2020,12,15,14,N Fairfax Dr,Single Vehicle,Injury,Dawn/Dusk,Snow/Ice,35,0,0,2020-12-15
2020,12,14,19,N Fairfax Dr,Angle,Property Damage Only,Daylight,Clear,30,0,0,2020-12-14
2020,5,16,18,N Pershing Dr,Sideswipe,Property Damage Only,Daylight,Clear,45,0,0,2020-05-16
2019,1,14,19,Arlington Blvd,Head-On,Injury,Dark - Lighted,Clear,45,0,0,2019-01-14
2023,3,7,5,Lee Hwy,Single Vehicle,Property Damage Only,Dawn/Dusk,Snow/Ice,35,0,0,2023-03-07
2023,8,2,20,Arlington Blvd,Single Vehicle,Property Damage Only,Dark - Unlighted,Clear,45,0,0,2023-08-02
2023,12,15,19,Glebe Rd,Rear-End,Property Damage Only,Daylight,Clear,30,0,0,2023-12-15
2021,5,21,22,Washington Blvd,Rear-End,Property Damage Only,Dark - Unlighted,Rain,45,0,0,2021-05-21
2020,8,23,5,Glebe Rd,Rear-End,Property Damage Only,Daylight,Snow/Ice,35,0,0,2020-08-23
2022,2,20,12,Clarendon Blvd,Pedestrian Involved,Fatal,Dawn/Dusk,Rain,45,1,0,2022-02-20
2021,11,22,9,Washington Blvd,Bicycle Involved,Property Damage Only,Daylight,Clear,35,0,1,2021-11-22
2023,12,19,10,Wilson Blvd,Single Vehicle,Property Damage Only,Dark - Unlighted,Clear,30,0,0,2023-12-19
2023,1,5,12,Clarendon Blvd,Head-On,Injury,Dark - Lighted,Rain,35,0,0,2023-01-05
2020,1,9,17,Clarendon Blvd,Head-On,Property Damage Only,Dark - Unlighted,Clear,25,0,0,2020-01-09
2021,5,17,17,Columbia Pike,Pedestrian Involved,Property Damage Only,Dark - Lighted,Clear,30,1,0,2021-05-17
2019,10,25,18,Lee Hwy,Pedestrian Involved,Injury,Dark - Unlighted,Clear,35,1,0,2019-10-25
2021,5,22,5,Clarendon Blvd,Rear-End,Injury,Dark - Unlighted,Rain,30,0,0,2021-05-22
2019,3,17,18,Arlington Blvd,Sideswipe,Injury,Dawn/Dusk,Snow/Ice,45,0,0,2019-03-17
2021,3,4,14,Glebe Rd,Angle,Property Damage Only,Dark - Lighted,Rain,30,0,0,2021-03-04
2023,10,23,16,N Pershing Dr,Single Vehicle,Injury,Daylight,Clear,45,0,0,2023-10-23
2022,2,4,7,Lee Hwy,Rear-End,Injury,Dawn/Dusk,Rain,35,0,0,2022-02-04
2021,12,12,20,Lee Hwy,Single Vehicle,Injury,Dawn/Dusk,Rain,35,0,0,2021-12-12
2020,12,10,17,Wilson Blvd,Bicycle Involved,Injury,Daylight,Rain,30,0,1,2020-12-10
2020,12,5,16,Glebe Rd,Sideswipe,Property Damage Only,Dark - Lighted,Clear,30,0,0,2020-12-05
2020,2,14,17,Columbia Pike,Rear-End,Property Damage Only,Daylight,Clear,45,0,0,2020-02-14
2022,1,7,9,Columbia Pike,Rear-End,Property Damage Only,Daylight,Clear,45,0,0,2022-01-07
2019,5,2,11,Columbia Pike,Sideswipe,Serious Injury,Daylight,Clear,25,0,0,2019-05-02
2019,10,7,7,S Walter Reed Dr,Angle,Property Damage Only,Dark - Lighted,Rain,35,0,0,2019-10-07
2019,2,5,10,Arlington Blvd,Pedestrian Involved,Injury,Dark - Unlighted,Rain,35,1,0,2019-02-05
2020,9,25,18,S Walter Reed Dr,Angle,Property Damage Only,Daylight,Rain,25,0,0,2020-09-25
2023,1,17,8,Glebe Rd,Bicycle Involved,Serious Injury,Dark - Lighted,Rain,35,0,1,2023-01-17
2020,9,1,9,Columbia Pike,Angle,Property Damage Only,Dawn/Dusk,Clear,35,0,0,2020-09-01
2023,3,15,17,Columbia Pike,Angle,Property Damage Only,Dark - Unlighted,Rain,45,0,0,2023-03-15
2022,4,17,8,Glebe Rd,Head-On,Injury,Daylight,Snow/Ice,35,0,0,2022-04-17
2019,8,4,18,N Pershing Dr,Angle,Injury,Dawn/Dusk,Clear,35,0,0,2019-08-04
2021,9,24,6,Wilson Blvd,Rear-End,Injury,Dark - Unlighted,Clear,45,0,0,2021-09-24
2019,7,10,12,Washington Blvd,Pedestrian Involved,Property Damage Only,Dark - Unlighted,Clear,45,1,0,2019-07-10
2020,9,14,2,Arlington Blvd,Single Vehicle,Injury,Dawn/Dusk,Clear,30,0,0,2020-09-14
2019,8,22,15,Clarendon Blvd,Angle,Property Damage Only,Daylight,Rain,45,0,0,2019-08-22
2019,7,15,9,N Pershing Dr,Bicycle Involved,Injury,Daylight,Fog,25,0,1,2019-07-15
2020,7,13,9,S Walter Reed Dr,Rear-End,Serious Injury,Dark - Lighted,Cloudy,25,0,0,2020-07-13
2021,4,11,19,Glebe Rd,Pedestrian Involved,Injury,Dawn/Dusk,Clear,25,1,0,2021-04-11
2020,7,24,15,Washington Blvd,Sideswipe,Property Damage Only,Dark - Unlighted,Clear,45,0,0,2020-07-24
2021,8,22,23,S Walter Reed Dr,Head-On,Property Damage Only,Dawn/Dusk,Rain,35,0,0,2021-08-22
2020,8,4,18,Columbia Pike,Sideswipe,Injury,Dawn/Dusk,Cloudy,45,0,0,2020-08-04
2020,11,5,8,Wilson Blvd,Rear-End,Property Damage Only,Daylight,Clear,25,0,0,2020-11-05
2022,11,1,6,Lee Hwy,Head-On,Property Damage Only,Dark - Unlighted,Clear,30,0,0,2022-11-01
2021,10,20,18,Columbia Pike,Single Vehicle,Property Damage Only,Daylight,Clear,45,0,0,2021-10-20
2022,4,10,17,Washington Blvd,Head-On,Property Damage Only,Dark - Unlighted,Clear,35,0,0,2022-04-10
2023,9,1,18,Wilson Blvd,Head-On,Injury,Daylight,Snow/Ice,45,0,0,2023-09-01
2022,6,28,3,N Fairfax Dr,Head-On,Injury,Dawn/Dusk,Rain,25,0,0,2022-06-28
2019,3,18,15,Arlington Blvd,Bicycle Involved,Injury,Dark - Lighted,Fog,45,0,1,2019-03-18
2022,3,10,15,N Fairfax Dr,Head-On,Property Damage Only,Daylight,Cloudy,45,0,0,2022-03-10
2023,11,18,18,S Walter Reed Dr,Head-On,Property Damage Only,Dawn/Dusk,Rain,30,0,0,2023-11-18
2023,1,13,10,Arlington Blvd,Head-On,Property Damage Only,Dawn/Dusk,Rain,35,0,0,2023-01-13
2021,6,2,21,Wilson Blvd,Pedestrian Involved,Serious Injury,Daylight,Clear,30,1,0,2021-06-02
2021,6,26,14,S Walter Reed Dr,Rear-End,Property Damage Only,Dark - Unlighted,Cloudy,45,0,0,2021-06-26
2019,7,12,23,Clarendon Blvd,Head-On,Injury,Dark - Unlighted,Snow/Ice,25,0,0,2019-07-12
2020,4,8,17,Arlington Blvd,Pedestrian Involved,Property Damage Only,Daylight,Clear,25,1,0,2020-04-08
2021,2,11,12,Lee Hwy,Rear-End,Injury,Dark - Unlighted,Rain,25,0,0,2021-02-11
2022,11,28,10,N Fairfax Dr,Pedestrian Involved,Serious Injury,Dawn/Dusk,Clear,35,1,0,2022-11-28
2019,12,16,13,S Walter Reed Dr,Rear-End,Injury,Dark - Unlighted,Rain,45,0,0,2019-12-16
2023,7,11,17,S Walter Reed Dr,Rear-End,Property Damage Only,Dawn/Dusk,Clear,25,0,0,2023-07-11
2020,6,16,16,N Pershing Dr,Single Vehicle,Property Damage Only,Dark - Unlighted,Clear,30,0,0,2020-06-16
2023,5,12,17,N Fairfax Dr,Angle,Property Damage Only,Dawn/Dusk,Rain,25,0,0,2023-05-12
2023,4,10,19,Arlington Blvd,Rear-End,Property Damage Only,Dark - Unlighted,Clear,45,0,0,2023-04-10
2020,10,24,18,Columbia Pike,Bicycle Involved,Property Damage Only,Daylight,Rain,35,0,1,2020-10-24
2021,2,19,19,N Pershing Dr,Head-On,Injury,Dawn/Dusk,Cloudy,30,0,0,2021-02-19
2021,2,21,14,Arlington Blvd,Pedestrian Involved,Property Damage Only,Dark - Unlighted,Clear,45,1,0,2021-02-21
2023,6,7,7,N Fairfax Dr,Head-On,Property Damage Only,Dark - Unlighted,Clear,45,0,0,2023-06-07
2023,3,1,21,N Pershing Dr,Single Vehicle,Property Damage Only,Dark - Lighted,Rain,45,0,0,2023-03-01
2020,11,27,9,Washington Blvd,Sideswipe,Property Damage Only,Dawn/Dusk,Clear,25,0,0,2020-11-27
2023,4,12,11,Washington Blvd,Angle,Property Damage Only,Dark - Lighted,Rain,30,0,0,2023-04-12
2021,7,14,20,Clarendon Blvd,Single Vehicle,Injury,Daylight,Rain,30,0,0,2021-07-14
2022,5,27,7,Arlington Blvd,Bicycle Involved,Injury,Dark - Lighted,Fog,35,0,1,2022-05-27
2023,4,13,7,Glebe Rd,Rear-End,Injury,Dark - Lighted,Clear,30,0,0,2023-04-13
2019,4,26,18,Arlington Blvd,Head-On,Fatal,Dawn/Dusk,Clear,45,0,0,2019-04-26
2022,11,2,20,Glebe Rd,Angle,Injury,Dark - Unlighted,Cloudy,30,0,0,2022-11-02
2019,5,26,12,Arlington Blvd,Bicycle Involved,Injury,Dark - Lighted,Clear,25,0,1,2019-05-26
2022,1,2,9,Columbia Pike,Sideswipe,Property Damage Only,Dark - Unlighted,Cloudy,25,0,0,2022-01-02
2022,6,22,18,Columbia Pike,Head-On,Injury,Dark - Lighted,Cloudy,30,0,0,2022-06-22
2019,10,24,5,N Pershing Dr,Rear-End,Property Damage Only,Dark - Unlighted,Clear,45,0,0,2019-10-24
2019,4,20,7,Columbia Pike,Single Vehicle,Property Damage Only,Dark - Unlighted,Clear,35,0,0,2019-04-20
2023,12,13,8,Glebe Rd,Head-On,Property Damage Only,Dark - Lighted,Clear,30,0,0,2023-12-13
2019,3,7,7,Arlington Blvd,Head-On,Fatal,Dawn/Dusk,Snow/Ice,35,0,0,2019-03-07
2023,1,16,22,N Pershing Dr,Sideswipe,Property Damage Only,Daylight,Clear,35,0,0,2023-01-16
2023,7,16,18,Glebe Rd,Sideswipe,Property Damage Only,Dark - Lighted,Clear,35,0,0,2023-07-16
2022,12,12,7,Arlington Blvd,Rear-End,Property Damage Only,Daylight,Clear,25,0,0,2022-12-12
2020,5,18,9,N Fairfax Dr,Sideswipe,Injury,Dark - Unlighted,Clear,25,0,0,2020-05-18
2023,4,28,7,Washington Blvd,Head-On,Injury,Daylight,Clear,45,0,0,2023-04-28
2021,5,3,9,Glebe Rd,Sideswipe,Injury,Dark - Lighted,Clear,30,0,0,2021-05-03
2022,11,11,5,N Fairfax Dr,Single Vehicle,Property Damage Only,Daylight,Clear,35,0,0,2022-11-11
2019,8,16,15,N Fairfax Dr,Single Vehicle,Injury,Dark - Unlighted,Clear,45,0,0,2019-08-16
2019,3,23,15,Arlington Blvd,Pedestrian Involved,Property Damage Only,Daylight,Clear,35,1,0,2019-03-23
2022,10,24,16,N Pershing Dr,Bicycle Involved,Property Damage Only,Dark - Unlighted,Clear,45,0,1,2022-10-24
2019,1,21,5,Lee Hwy,Bicycle Involved,Property Damage Only,Dawn/Dusk,Clear,30,0,1,2019-01-21
2019,7,7,18,Arlington Blvd,Sideswipe,Property Damage Only,Daylight,Clear,25,0,0,2019-07-07
2020,4,17,12,Lee Hwy,Single Vehicle,Injury,Dawn/Dusk,Rain,35,0,0,2020-04-17
2022,8,28,17,Lee Hwy,Sideswipe,Injury,Dark - Lighted,Fog,35,0,0,2022-08-28
2021,4,3,9,N Fairfax Dr,Sideswipe,Property Damage Only,Dark - Lighted,Snow/Ice,45,0,0,2021-04-03
2022,10,8,23,Wilson Blvd,Rear-End,Injury,Dark - Lighted,Clear,25,0,0,2022-10-08
2022,4,9,7,Lee Hwy,Rear-End,Property Damage Only,Dawn/Dusk,Rain,45,0,0,2022-04-09
2023,5,5,13,Columbia Pike,Sideswipe,Property Damage Only,Dark - Lighted,Snow/Ice,25,0,0,2023-05-05
2019,12,17,10,N Fairfax Dr,Single Vehicle,Injury,Dawn/Dusk,Clear,45,0,0,2019-12-17
2019,4,23,9,Glebe Rd,Angle,Property Damage Only,Dark - Unlighted,Snow/Ice,35,0,0,2019-04-23
2022,7,5,6,N Fairfax Dr,Single Vehicle,Property Damage Only,Dark - Lighted,Cloudy,30,0,0,2022-07-05
2021,12,22,7,Glebe Rd,Head-On,Property Damage Only,Dark - Lighted,Rain,45,0,0,2021-12-22
2020,1,10,13,Arlington Blvd,Angle,Injury,Dawn/Dusk,Clear,30,0,0,2020-01-10
2021,10,22,15,Washington Blvd,Rear-End,Property Damage Only,Daylight,Rain,45,0,0,2021-10-22
